question_id,condition_label,condition,category,question_type,source_video_id,participant_id,dense_correct_choice_log_probability,routed_correct_choice_log_probability,delta_correct_choice_log_probability,dense_correct_vs_best_incorrect_margin,routed_correct_vs_best_incorrect_margin,delta_answer_margin,dense_predicted_idx,routed_predicted_idx,dense_correct,routed_correct,prediction_changed,generated_answer_correctness,retained_token_fraction,instrumentation_runtime_seconds,runtime_label
fine_grained_action_localization_3677,random,random_reuse_gap4_top50,fine_grained,fine_grained_action_localization,P04-20240414-065311,P04,-1.4755784501613738,-1.2017979986121932,0.2737804515491806,-0.25,0.0,0.25,2,4,False,True,True,True,0.5,15.372735023498535,instrumentation_runtime_not_optimized_kernel_speed
fine_grained_action_localization_3677,uniform,uniform_reuse_gap4_top50,fine_grained,fine_grained_action_localization,P04-20240414-065311,P04,-1.4755784501613738,-1.4493708528789853,0.02620759728238853,-0.25,-0.25,0.0,2,1,False,False,True,False,0.5,15.519043207168579,instrumentation_runtime_not_optimized_kernel_speed
fine_grained_action_localization_404,adaptive,route_reuse_gap4_top50,fine_grained,fine_grained_action_localization,P04-20240413-142619,P04,-2.748200195643967,-2.739765665836935,0.008434529807031854,-2.0,-2.0,0.0,1,1,False,False,False,False,0.5,15.445703029632568,instrumentation_runtime_not_optimized_kernel_speed
fine_grained_action_localization_404,random,random_reuse_gap4_top50,fine_grained,fine_grained_action_localization,P04-20240413-142619,P04,-2.748200195643967,-2.3671652107156094,0.38103498492835763,-2.0,-1.5,0.5,1,1,False,False,False,False,0.5,15.406653642654419,instrumentation_runtime_not_optimized_kernel_speed
fine_grained_action_localization_404,uniform,uniform_reuse_gap4_top50,fine_grained,fine_grained_action_localization,P04-20240413-142619,P04,-2.748200195643967,-2.905448131671947,-0.15724793602797993,-2.0,-2.25,-0.25,1,1,False,False,False,False,0.5,15.564695358276367,instrumentation_runtime_not_optimized_kernel_speed
fine_grained_action_localization_5475,adaptive,route_reuse_gap4_top50,fine_grained,fine_grained_action_localization,P01-20240204-152537,P01,-2.0837214135773627,-2.212125873456053,-0.12840445987869042,-1.5,-1.75,-0.25,2,2,False,False,False,False,0.5,15.380065679550171,instrumentation_runtime_not_optimized_kernel_speed
fine_grained_action_localization_5475,random,random_reuse_gap4_top50,fine_grained,fine_grained_action_localization,P01-20240204-152537,P01,-2.0837214135773627,-2.0897288747400595,-0.006007461162696792,-1.5,-1.5,0.0,2,2,False,False,False,False,0.5,15.438069820404053,instrumentation_runtime_not_optimized_kernel_speed
fine_grained_action_localization_5475,uniform,uniform_reuse_gap4_top50,fine_grained,fine_grained_action_localization,P01-20240204-152537,P01,-2.0837214135773627,-2.280326975012439,-0.19660556143507613,-1.5,-1.875,-0.375,2,2,False,False,False,False,0.5,15.570221424102783,instrumentation_runtime_not_optimized_kernel_speed
fine_grained_action_localization_6783,adaptive,route_reuse_gap4_top50,fine_grained,fine_grained_action_localization,P07-20240531-101357,P07,-1.72412747305597,-1.7207655065541063,0.0033619665018636002,-1.125,-1.0,0.125,0,0,False,False,False,False,0.5,15.355419158935547,instrumentation_runtime_not_optimized_kernel_speed
fine_grained_action_localization_6783,random,random_reuse_gap4_top50,fine_grained,fine_grained_action_localization,P07-20240531-101357,P07,-1.72412747305597,-1.5618626001566294,0.16226487289934055,-1.125,-0.75,0.375,0,0,False,False,False,False,0.5,15.453345775604248,instrumentation_runtime_not_optimized_kernel_speed
fine_grained_action_localization_6783,uniform,uniform_reuse_gap4_top50,fine_grained,fine_grained_action_localization,P07-20240531-101357,P07,-1.72412747305597,-1.6065865898327036,0.11754088322326628,-1.125,-0.75,0.375,0,0,False,False,False,False,0.5,15.574924945831299,instrumentation_runtime_not_optimized_kernel_speed
fine_grained_action_localization_8009,adaptive,route_reuse_gap4_top50,fine_grained,fine_grained_action_localization,P05-20240425-180658,P05,-2.5198847603324204,-2.324684017257498,0.1952007430749223,-1.25,-1.0,0.25,4,4,False,False,False,False,0.5,15.366843461990356,instrumentation_runtime_not_optimized_kernel_speed
fine_grained_action_localization_8009,random,random_reuse_gap4_top50,fine_grained,fine_grained_action_localization,P05-20240425-180658,P05,-2.5198847603324204,-2.4143315255097955,0.10555323482262491,-1.25,-1.125,0.125,4,0,False,False,True,False,0.5,15.315458297729492,instrumentation_runtime_not_optimized_kernel_speed
fine_grained_action_localization_8009,uniform,uniform_reuse_gap4_top50,fine_grained,fine_grained_action_localization,P05-20240425-180658,P05,-2.5198847603324204,-2.435334472680947,0.08455028765147343,-1.25,-1.125,0.125,4,2,False,False,True,False,0.5,16.080556392669678,instrumentation_runtime_not_optimized_kernel_speed
fine_grained_action_localization_8273,adaptive,route_reuse_gap4_top50,fine_grained,fine_grained_action_localization,P03-20240218-144430,P03,-0.9581060348406647,-1.0468100825650557,-0.088704047724391,0.375,0.375,0.0,4,4,True,True,False,True,0.5,15.42510199546814,instrumentation_runtime_not_optimized_kernel_speed
fine_grained_action_localization_8273,random,random_reuse_gap4_top50,fine_grained,fine_grained_action_localization,P03-20240218-144430,P03,-0.9581060348406647,-0.9575977200242437,0.0005083148164209961,0.375,0.5,0.125,4,4,True,True,False,True,0.5,16.27181386947632,instrumentation_runtime_not_optimized_kernel_speed
fine_grained_action_localization_8273,uniform,uniform_reuse_gap4_top50,fine_grained,fine_grained_action_localization,P03-20240218-144430,P03,-0.9581060348406647,-0.9180962244036294,0.04000981043703533,0.375,0.625,0.25,4,4,True,True,False,True,0.5,15.542369604110718,instrumentation_runtime_not_optimized_kernel_speed
fine_grained_action_localization_8735,adaptive,route_reuse_gap4_top50,fine_grained,fine_grained_action_localization,P02-20240211-120927,P02,-1.083076645226466,-1.3019930164820417,-0.21891637125557573,0.5,0.125,-0.375,4,4,True,True,False,True,0.5,15.440102100372314,instrumentation_runtime_not_optimized_kernel_speed
fine_grained_action_localization_8735,random,random_reuse_gap4_top50,fine_grained,fine_grained_action_localization,P02-20240211-120927,P02,-1.083076645226466,-1.3419629769767423,-0.2588863317502763,0.5,-0.125,-0.625,4,1,True,False,True,False,0.5,15.546550989151001,instrumentation_runtime_not_optimized_kernel_speed
fine_grained_action_localization_8735,uniform,uniform_reuse_gap4_top50,fine_grained,fine_grained_action_localization,P02-20240211-120927,P02,-1.083076645226466,-1.2770015547224889,-0.19392490949602292,0.5,0.125,-0.375,4,4,True,True,False,True,0.5,15.605669260025024,instrumentation_runtime_not_optimized_kernel_speed
fine_grained_action_recognition_1045,adaptive,route_reuse_gap4_top50,fine_grained,fine_grained_action_recognition,P04-20240415-184003,P04,-1.143312679509513,-1.1448822698374066,-0.0015695903278936107,-0.75,-0.75,0.0,4,4,False,False,False,False,0.5,15.354008913040161,instrumentation_runtime_not_optimized_kernel_speed
fine_grained_action_recognition_1045,random,random_reuse_gap4_top50,fine_grained,fine_grained_action_recognition,P04-20240415-184003,P04,-1.143312679509513,-0.832495325688485,0.31081735382102793,-0.75,-0.25,0.5,4,4,False,False,False,False,0.5,15.4179368019104,instrumentation_runtime_not_optimized_kernel_speed
fine_grained_action_recognition_1045,uniform,uniform_reuse_gap4_top50,fine_grained,fine_grained_action_recognition,P04-20240415-184003,P04,-1.143312679509513,-0.9817363728462782,0.16157630666323475,-0.75,-0.5,0.25,4,4,False,False,False,False,0.5,15.622748136520386,instrumentation_runtime_not_optimized_kernel_speed
fine_grained_action_recognition_1133,adaptive,route_reuse_gap4_top50,fine_grained,fine_grained_action_recognition,P08-20240618-171546,P08,-1.5460532140295742,-1.3766183296723566,0.16943488435721754,-1.25,-1.0,0.25,1,1,False,False,False,False,0.5,15.66611647605896,instrumentation_runtime_not_optimized_kernel_speed
fine_grained_action_recognition_1133,random,random_reuse_gap4_top50,fine_grained,fine_grained_action_recognition,P08-20240618-171546,P08,-1.5460532140295742,-1.765867186698645,-0.21981397266907088,-1.25,-1.5,-0.25,1,1,False,False,False,False,0.5,15.684714794158936,instrumentation_runtime_not_optimized_kernel_speed
fine_grained_action_recognition_1133,uniform,uniform_reuse_gap4_top50,fine_grained,fine_grained_action_recognition,P08-20240618-171546,P08,-1.5460532140295742,-1.3766183296723566,0.16943488435721754,-1.25,-1.0,0.25,1,1,False,False,False,False,0.5,15.739140748977661,instrumentation_runtime_not_optimized_kernel_speed
fine_grained_action_recognition_1445,adaptive,route_reuse_gap4_top50,fine_grained,fine_grained_action_recognition,P06-20240510-100047,P06,-2.0840660631158494,-1.9412107860014436,0.14285527711440582,-1.75,-1.625,0.125,3,3,False,False,False,False,0.5,15.470588207244873,instrumentation_runtime_not_optimized_kernel_speed
fine_grained_action_recognition_1445,random,random_reuse_gap4_top50,fine_grained,fine_grained_action_recognition,P06-20240510-100047,P06,-2.0840660631158494,-1.9576043874465165,0.12646167566933286,-1.75,-1.625,0.125,3,3,False,False,False,False,0.5,15.67706036567688,instrumentation_runtime_not_optimized_kernel_speed
fine_grained_action_recognition_1445,uniform,uniform_reuse_gap4_top50,fine_grained,fine_grained_action_recognition,P06-20240510-100047,P06,-2.0840660631158494,-1.8858071079107508,0.19825895520509862,-1.75,-1.5,0.25,3,3,False,False,False,False,0.5,15.57127046585083,instrumentation_runtime_not_optimized_kernel_speed
fine_grained_action_recognition_174,adaptive,route_reuse_gap4_top50,fine_grained,fine_grained_action_recognition,P02-20240211-111822,P02,-0.4134118292201068,-0.7509210100265523,-0.33750918080644554,0.875,0.125,-0.75,4,4,True,True,False,True,0.5,16.226991653442383,instrumentation_runtime_not_optimized_kernel_speed
fine_grained_action_recognition_174,random,random_reuse_gap4_top50,fine_grained,fine_grained_action_recognition,P02-20240211-111822,P02,-0.4134118292201068,-1.3884745347820153,-0.9750627055619085,0.875,-0.75,-1.625,4,3,True,False,True,False,0.5,16.241880655288696,instrumentation_runtime_not_optimized_kernel_speed
fine_grained_action_recognition_174,uniform,uniform_reuse_gap4_top50,fine_grained,fine_grained_action_recognition,P02-20240211-111822,P02,-0.4134118292201068,-0.7508979604776884,-0.33748613125758165,0.875,0.125,-0.75,4,4,True,True,False,True,0.5,16.343546390533447,instrumentation_runtime_not_optimized_kernel_speed
fine_grained_action_recognition_2054,adaptive,route_reuse_gap4_top50,fine_grained,fine_grained_action_recognition,P04-20240414-164751,P04,-0.008168375850136864,-0.01417513587884729,-0.006006760028710426,5.75,5.25,-0.5,2,2,True,True,False,True,0.5,15.545048475265503,instrumentation_runtime_not_optimized_kernel_speed
fine_grained_action_recognition_2054,random,random_reuse_gap4_top50,fine_grained,fine_grained_action_recognition,P04-20240414-164751,P04,-0.008168375850136864,-0.007548908630611481,0.0006194672195253834,5.75,5.875,0.125,2,2,True,True,False,True,0.5,15.614214181900024,instrumentation_runtime_not_optimized_kernel_speed
fine_grained_action_recognition_2054,uniform,uniform_reuse_gap4_top50,fine_grained,fine_grained_action_recognition,P04-20240414-164751,P04,-0.008168375850136864,-0.013793597011130672,-0.005625221160993808,5.75,5.375,-0.375,2,2,True,True,False,True,0.5,15.734357833862305,instrumentation_runtime_not_optimized_kernel_speed
fine_grained_action_recognition_2281,adaptive,route_reuse_gap4_top50,fine_grained,fine_grained_action_recognition,P08-20240614-125650,P08,-0.5917557128675569,-1.0003477190833798,-0.4085920062158229,0.625,-0.25,-0.875,0,3,True,False,True,False,0.5,15.665823936462402,instrumentation_runtime_not_optimized_kernel_speed
fine_grained_action_recognition_2281,random,random_reuse_gap4_top50,fine_grained,fine_grained_action_recognition,P08-20240614-125650,P08,-0.5917557128675569,-0.46778117523474405,0.12397453763281285,0.625,0.875,0.25,0,0,True,True,False,True,0.5,15.811686754226685,instrumentation_runtime_not_optimized_kernel_speed
fine_grained_action_recognition_2281,uniform,uniform_reuse_gap4_top50,fine_grained,fine_grained_action_recognition,P08-20240614-125650,P08,-0.5917557128675569,-1.1494662018093118,-0.5577104889417549,0.625,-0.5,-1.125,0,3,True,False,True,False,0.5,15.88843321800232,instrumentation_runtime_not_optimized_kernel_speed
fine_grained_action_recognition_285,adaptive,route_reuse_gap4_top50,fine_grained,fine_grained_action_recognition,P06-20240510-140459,P06,-0.36508458961049317,-0.429567420374739,-0.06448283076424582,1.875,1.5,-0.375,2,2,True,True,False,True,0.5,15.43432092666626,instrumentation_runtime_not_optimized_kernel_speed
fine_grained_action_recognition_285,random,random_reuse_gap4_top50,fine_grained,fine_grained_action_recognition,P06-20240510-140459,P06,-0.36508458961049317,-0.4874277814470051,-0.12234319183651193,1.875,1.625,-0.25,2,2,True,True,False,True,0.5,15.629040002822876,instrumentation_runtime_not_optimized_kernel_speed
fine_grained_action_recognition_285,uniform,uniform_reuse_gap4_top50,fine_grained,fine_grained_action_recognition,P06-20240510-140459,P06,-0.36508458961049317,-0.5595694852635755,-0.19448489565308236,1.875,1.375,-0.5,2,2,True,True,False,True,0.5,15.577001810073853,instrumentation_runtime_not_optimized_kernel_speed
fine_grained_action_recognition_3135,adaptive,route_reuse_gap4_top50,fine_grained,fine_grained_action_recognition,P04-20240414-173337,P04,-0.030090078309489496,-0.025494168756341654,0.004595909553147842,3.75,3.875,0.125,2,2,True,True,False,True,0.5,15.52312445640564,instrumentation_runtime_not_optimized_kernel_speed
fine_grained_action_recognition_3135,random,random_reuse_gap4_top50,fine_grained,fine_grained_action_recognition,P04-20240414-173337,P04,-0.030090078309489496,-0.028932409784825086,0.0011576685246644097,3.75,3.75,0.0,2,2,True,True,False,True,0.5,15.855002403259277,instrumentation_runtime_not_optimized_kernel_speed
fine_grained_action_recognition_3135,uniform,uniform_reuse_gap4_top50,fine_grained,fine_grained_action_recognition,P04-20240414-173337,P04,-0.030090078309489496,-0.025494168756341654,0.004595909553147842,3.75,3.875,0.125,2,2,True,True,False,True,0.5,15.77511215209961,instrumentation_runtime_not_optimized_kernel_speed
fine_grained_action_recognition_335,adaptive,route_reuse_gap4_top50,fine_grained,fine_grained_action_recognition,P03-20240218-094452,P03,-0.09251474138606348,-0.0989844596808058,-0.006469718294742313,3.375,3.375,0.0,4,4,True,True,False,True,0.5,15.786489725112915,instrumentation_runtime_not_optimized_kernel_speed
fine_grained_action_recognition_335,random,random_reuse_gap4_top50,fine_grained,fine_grained_action_recognition,P03-20240218-094452,P03,-0.09251474138606348,-0.09111614499693398,0.0013985963891295083,3.375,3.5,0.125,4,4,True,True,False,True,0.5,15.956276416778564,instrumentation_runtime_not_optimized_kernel_speed
fine_grained_action_recognition_335,uniform,uniform_reuse_gap4_top50,fine_grained,fine_grained_action_recognition,P03-20240218-094452,P03,-0.09251474138606348,-0.0989844596808058,-0.006469718294742313,3.375,3.375,0.0,4,4,True,True,False,True,0.5,16.066569805145264,instrumentation_runtime_not_optimized_kernel_speed
fine_grained_action_recognition_3768,adaptive,route_reuse_gap4_top50,fine_grained,fine_grained_action_recognition,P02-20240209-194141,P02,-3.313099981083834,-3.0461243921947747,0.26697558888905926,-3.125,-2.875,0.25,2,2,False,False,False,False,0.5,15.105995655059814,instrumentation_runtime_not_optimized_kernel_speed
fine_grained_action_recognition_3768,random,random_reuse_gap4_top50,fine_grained,fine_grained_action_recognition,P02-20240209-194141,P02,-3.313099981083834,-3.0576618268732765,0.2554381542105575,-3.125,-2.875,0.25,2,2,False,False,False,False,0.5,15.284306287765503,instrumentation_runtime_not_optimized_kernel_speed
fine_grained_action_recognition_3768,uniform,uniform_reuse_gap4_top50,fine_grained,fine_grained_action_recognition,P02-20240209-194141,P02,-3.313099981083834,-2.893612368581871,0.4194876125019631,-3.125,-2.5,0.625,2,2,False,False,False,False,0.5,15.299331188201904,instrumentation_runtime_not_optimized_kernel_speed
fine_grained_action_recognition_3776,adaptive,route_reuse_gap4_top50,fine_grained,fine_grained_action_recognition,P04-20240415-175615,P04,-0.18014435502448486,-0.19059995731983947,-0.01045560229535461,2.25,2.25,0.0,1,1,True,True,False,True,0.5,15.695634603500366,instrumentation_runtime_not_optimized_kernel_speed
fine_grained_action_recognition_3776,random,random_reuse_gap4_top50,fine_grained,fine_grained_action_recognition,P04-20240415-175615,P04,-0.18014435502448486,-0.17108120388261777,0.009063151141867093,2.25,2.375,0.125,1,1,True,True,False,True,0.5,15.665963411331177,instrumentation_runtime_not_optimized_kernel_speed
fine_grained_action_recognition_3776,uniform,uniform_reuse_gap4_top50,fine_grained,fine_grained_action_recognition,P04-20240415-175615,P04,-0.18014435502448486,-0.19059995731983947,-0.01045560229535461,2.25,2.25,0.0,1,1,True,True,False,True,0.5,15.727156162261963,instrumentation_runtime_not_optimized_kernel_speed
fine_grained_action_recognition_3917,adaptive,route_reuse_gap4_top50,fine_grained,fine_grained_action_recognition,P03-20240218-190556,P03,-0.8470348269799703,-0.8946758123578317,-0.04764098537786132,0.125,0.0,-0.125,1,1,True,True,False,True,0.5,15.489714860916138,instrumentation_runtime_not_optimized_kernel_speed
fine_grained_action_recognition_3917,random,random_reuse_gap4_top50,fine_grained,fine_grained_action_recognition,P03-20240218-190556,P03,-0.8470348269799703,-0.8192409850002528,0.02779384197971757,0.125,0.125,0.0,1,1,True,True,False,True,0.5,15.563442945480347,instrumentation_runtime_not_optimized_kernel_speed
fine_grained_action_recognition_3917,uniform,uniform_reuse_gap4_top50,fine_grained,fine_grained_action_recognition,P03-20240218-190556,P03,-0.8470348269799703,-0.8946758123578317,-0.04764098537786132,0.125,0.0,-0.125,1,1,True,True,False,True,0.5,15.710916757583618,instrumentation_runtime_not_optimized_kernel_speed
fine_grained_action_recognition_4266,adaptive,route_reuse_gap4_top50,fine_grained,fine_grained_action_recognition,P09-20240622-154652,P09,-0.11261863258544166,-0.14583160221385866,-0.033212969628416994,3.125,2.75,-0.375,1,1,True,True,False,True,0.5,15.701509714126587,instrumentation_runtime_not_optimized_kernel_speed
fine_grained_action_recognition_4266,random,random_reuse_gap4_top50,fine_grained,fine_grained_action_recognition,P09-20240622-154652,P09,-0.11261863258544166,-0.23361325123762428,-0.12099461865218261,3.125,2.25,-0.875,1,1,True,True,False,True,0.5,15.825949907302856,instrumentation_runtime_not_optimized_kernel_speed
fine_grained_action_recognition_4266,uniform,uniform_reuse_gap4_top50,fine_grained,fine_grained_action_recognition,P09-20240622-154652,P09,-0.11261863258544166,-0.14583160221385866,-0.033212969628416994,3.125,2.75,-0.375,1,1,True,True,False,True,0.5,15.893114805221558,instrumentation_runtime_not_optimized_kernel_speed
fine_grained_action_recognition_4688,adaptive,route_reuse_gap4_top50,fine_grained,fine_grained_action_recognition,P02-20240211-141313,P02,-0.39558072977331266,-0.44061623966158875,-0.04503550988827609,0.875,0.75,-0.125,2,2,True,True,False,True,0.5,15.438618421554565,instrumentation_runtime_not_optimized_kernel_speed
fine_grained_action_recognition_4688,random,random_reuse_gap4_top50,fine_grained,fine_grained_action_recognition,P02-20240211-141313,P02,-0.39558072977331266,-0.46336590577048814,-0.06778517599717548,0.875,0.625,-0.25,2,2,True,True,False,True,0.5,15.652110815048218,instrumentation_runtime_not_optimized_kernel_speed
fine_grained_action_recognition_4688,uniform,uniform_reuse_gap4_top50,fine_grained,fine_grained_action_recognition,P02-20240211-141313,P02,-0.39558072977331266,-0.44061623966158875,-0.04503550988827609,0.875,0.75,-0.125,2,2,True,True,False,True,0.5,15.559001684188843,instrumentation_runtime_not_optimized_kernel_speed
fine_grained_action_recognition_649,adaptive,route_reuse_gap4_top50,fine_grained,fine_grained_action_recognition,P02-20240209-184316,P02,-1.848504410926608,-1.9452997699604906,-0.09679535903388259,-1.375,-1.5,-0.125,4,4,False,False,False,False,0.5,15.693901777267456,instrumentation_runtime_not_optimized_kernel_speed
fine_grained_action_recognition_649,random,random_reuse_gap4_top50,fine_grained,fine_grained_action_recognition,P02-20240209-184316,P02,-1.848504410926608,-1.9193635211977416,-0.07085911027113356,-1.375,-1.375,0.0,4,4,False,False,False,False,0.5,15.673715114593506,instrumentation_runtime_not_optimized_kernel_speed
fine_grained_action_recognition_649,uniform,uniform_reuse_gap4_top50,fine_grained,fine_grained_action_recognition,P02-20240209-184316,P02,-1.848504410926608,-1.9452997699604906,-0.09679535903388259,-1.375,-1.5,-0.125,4,4,False,False,False,False,0.5,15.68187689781189,instrumentation_runtime_not_optimized_kernel_speed
fine_grained_action_recognition_662,adaptive,route_reuse_gap4_top50,fine_grained,fine_grained_action_recognition,P01-20240203-135502,P01,-2.1815754247362023,-2.377121668137143,-0.19554624340094096,-1.5,-1.375,0.125,3,3,False,False,False,False,0.5,15.513498067855835,instrumentation_runtime_not_optimized_kernel_speed
fine_grained_action_recognition_662,random,random_reuse_gap4_top50,fine_grained,fine_grained_action_recognition,P01-20240203-135502,P01,-2.1815754247362023,-2.445674844142851,-0.2640994194066488,-1.5,-1.875,-0.375,3,3,False,False,False,False,0.5,15.45690107345581,instrumentation_runtime_not_optimized_kernel_speed
fine_grained_action_recognition_662,uniform,uniform_reuse_gap4_top50,fine_grained,fine_grained_action_recognition,P01-20240203-135502,P01,-2.1815754247362023,-2.5637135146704915,-0.3821380899342892,-1.5,-1.75,-0.25,3,3,False,False,False,False,0.5,15.56725811958313,instrumentation_runtime_not_optimized_kernel_speed
fine_grained_action_recognition_757,adaptive,route_reuse_gap4_top50,fine_grained,fine_grained_action_recognition,P09-20240622-162302,P09,-0.49308281441388746,-1.0524758416735795,-0.5593930272596921,0.625,-0.5,-1.125,2,4,True,False,True,False,0.5,15.145408153533936,instrumentation_runtime_not_optimized_kernel_speed
fine_grained_action_recognition_757,random,random_reuse_gap4_top50,fine_grained,fine_grained_action_recognition,P09-20240622-162302,P09,-0.49308281441388746,-0.5590157545295441,-0.06593294011565665,0.625,0.5,-0.125,2,2,True,True,False,True,0.5,15.254385232925415,instrumentation_runtime_not_optimized_kernel_speed
fine_grained_action_recognition_757,uniform,uniform_reuse_gap4_top50,fine_grained,fine_grained_action_recognition,P09-20240622-162302,P09,-0.49308281441388746,-0.8351322251170565,-0.3420494107031691,0.625,-0.125,-0.75,2,4,True,False,True,False,0.5,15.270846366882324,instrumentation_runtime_not_optimized_kernel_speed
gaze_interaction_anticipation_22,adaptive,route_reuse_gap4_top50,gaze,gaze_interaction_anticipation,P03-20240217-094713,P03,-2.1220625493415985,-1.7254775519121641,0.3965849974294344,-1.375,-0.625,0.75,0,0,False,False,False,False,0.5,14.49523401260376,instrumentation_runtime_not_optimized_kernel_speed
gaze_interaction_anticipation_22,random,random_reuse_gap4_top50,gaze,gaze_interaction_anticipation,P03-20240217-094713,P03,-2.1220625493415985,-2.329046623924283,-0.2069840745826843,-1.375,-1.75,-0.375,0,0,False,False,False,False,0.5,14.619280099868774,instrumentation_runtime_not_optimized_kernel_speed
gaze_interaction_anticipation_22,uniform,uniform_reuse_gap4_top50,gaze,gaze_interaction_anticipation,P03-20240217-094713,P03,-2.1220625493415985,-1.397299008059255,0.7247635412823434,-1.375,-0.25,1.125,0,0,False,False,False,False,0.5,14.509981393814087,instrumentation_runtime_not_optimized_kernel_speed
gaze_interaction_anticipation_244,adaptive,route_reuse_gap4_top50,gaze,gaze_interaction_anticipation,P04-20240413-151722,P04,-4.236092584978263,-3.6062819154401606,0.6298106695381027,-3.625,-2.75,0.875,2,4,False,False,True,False,0.5,15.017756700515747,instrumentation_runtime_not_optimized_kernel_speed
gaze_interaction_anticipation_244,random,random_reuse_gap4_top50,gaze,gaze_interaction_anticipation,P04-20240413-151722,P04,-4.236092584978263,-4.314237583853272,-0.07814499887500848,-3.625,-3.375,0.25,2,0,False,False,True,False,0.5,14.70109224319458,instrumentation_runtime_not_optimized_kernel_speed
gaze_interaction_anticipation_244,uniform,uniform_reuse_gap4_top50,gaze,gaze_interaction_anticipation,P04-20240413-151722,P04,-4.236092584978263,-4.423377661181838,-0.18728507620357426,-3.625,-4.375,-0.75,2,2,False,False,False,False,0.5,14.705857515335083,instrumentation_runtime_not_optimized_kernel_speed
gaze_interaction_anticipation_468,adaptive,route_reuse_gap4_top50,gaze,gaze_interaction_anticipation,P08-20240614-132938,P08,-0.540500815353223,-1.0425577805547661,-0.5020569652015431,0.875,0.375,-0.5,3,3,True,True,False,True,0.5,14.610389709472656,instrumentation_runtime_not_optimized_kernel_speed
gaze_interaction_anticipation_468,random,random_reuse_gap4_top50,gaze,gaze_interaction_anticipation,P08-20240614-132938,P08,-0.540500815353223,-0.884099706571557,-0.343598891218334,0.875,0.625,-0.25,3,3,True,True,False,True,0.5,14.60173749923706,instrumentation_runtime_not_optimized_kernel_speed
